no_id;judul;author;penerbit;isBestSeller;original_rating;adjusted_rating;rating_count;review_count;genre;Unnamed: 10
775;One Summer in Italy - Semusim di Italia;Lucy Gordon;Gramedia Pustaka Utama;1.0;3.2;3.0;133.0;;romance;
776;Harlequin Ki: Mempertaruhkan Sang Sosialita (Socialite`S Gamble);Michelle Conder;Gramedia Pustaka Utama;0.0;3.41;3.0;234.0;;fiksi_sastra;
777;New York's Finest Rebel - Pemberontak New York;Trish Wylie;Gramedia Pustaka Utama;1.0;3.66;4.0;165.0;;romance;
778;Mistress on Trial - Cinta Tak Terduga;Kate Hardy;Gramedia Pustaka Utama;0.0;3.51;4.0;47.0;;romance;
779;Secangkir Cinta dan Air Mata;Threes Emir;Gramedia Pustaka Utama;1.0;3.67;4.0;3.0;;romance;
780;Merciless Travis Wilde - Travis Wilde yang Tangguh;Sandra Marton;Gramedia Pustaka Utama;1.0;3.99;4.0;674.0;;romance;
781;Santina's Scandalous Princess - Putri Penuh Skandal;Kate Hewitt;Gramedia Pustaka Utama;1.0;3.52;4.0;246.0;;romance;
782;Historical Romance: Skandal Sang Governess (The Governess Affair);Courtney Milan;Gramedia Pustaka Utama;0.0;3.85;4.0;17260.0;;romance;
784;One Little Thing Called HOPE;Winna Efendi;Transmedia;1.0;3.98;4.0;407.0;85.0;fiksi_sastra;
785;Melbourne Rewind;Winna Efendi;Gagas Media;1.0;3.85;4.0;2613.0;;fiksi_sastra;
786;Look At Me (Lihat Aku);Hany Refsa;Gagas Media;1.0;3.69;4.0;29.0;;fiksi_sastra;
787;Pinky Promise;Kireina Enno;Gagamedia;1.0;4.0;4.0;21.0;2.0;fiksi_sastra;
788;Romeo Gadungan;Tirta Prayudha;Gagas Media;0.0;4.02;4.0;87.0;;fiksi_sastra;
789;The Bridesmaids Tale;Fala Amalina;Transmedia;0.0;3.49;3.0;126.0;;fiksi_sastra;
790;Stick With You (Jatuh Hati Padamu);Viera Fitani;Gagas Media;0.0;3.33;3.0;45.0;;fiksi_sastra;
791;Cerita Cinta Tanpa Cinta;Rayya Indira;Gramedia Widiasarana Indonesia;0.0;3.5;3.0;36.0;;fiksi_sastra;
792;Balada Becak Atau Sebuah Riwayat Melodi Yus-Ri;Y. B. Mangunwijaya;Gramedia Pustaka Utama;0.0;3.68;4.0;57.0;;fiksi_sastra;
793;Diary Of An Unpopularity;Yolana Ivanka;Loveable;1.0;3.42;3.0;114.0;;fiksi_sastra;
794;Pelangi Melbourne;Zuhairi Misrawi;Kompas Penerbit Buku;0.0;3.17;3.0;48.0;;romance;
795;Storm Meets Thunder (The Criminals);Sashi Kirana;Loveable;0.0;3.18;3.0;51.0;;fiksi_sastra;
796;31 St Days Of Love;Yolana Ivanka;Loveable;0.0;3.97;4.0;72.0;;fiksi_sastra;
798;Alpha One - Agen Bayangan;Cynthia Eden;Gramedia Pustaka Utama;1.0;3.91;4.0;1355.0;;romance;
799;A Bride for the Runaway Groom - Selangkah Menuju Altar;Scarlet Wilson;Gramedia Pustaka Utama;1.0;3.9;4.0;31.0;;romance;
800;Harlequin Koleksi Istimewa: Warisan Tak Terduga (Dante's Unexpected);Catherine George;Gramedia Pustaka Utama;0.0;3.08;3.0;297.0;;fiksi_sastra;
801;Harlequin Koleksi Istimewa: Putri yang Terdesak (His Princess of Convenience);Rebecca Winters;Gramedia Pustaka Utama;0.0;3.57;4.0;72.0;;fiksi_sastra;
802;Harlequin Koleksi Istimewa: Jalinan Hasrat Terlarang (Craving the Forbidden);India Grey;Gramedia Pustaka Utama;0.0;3.57;4.0;344.0;;fiksi_sastra;
803;Harlequin Koleksi Istimewa: Pujaan Hati Sang Miliuner (The Ruthless Billionaire Virgin);Susan Stephens;Gramedia Pustaka Utama;0.0;2.88;3.0;178.0;;romance;
804;Harlequin Koleksi Istimewa: Kekasih Sang Duke (The Italian Duke's Virgin Mistress);Penny Jordan;Gramedia Pustaka Utama;1.0;3.36;3.0;458.0;;romance;
805;Harlequin Koleksi Istimewa: Pembalasan Manis Sang Miliuner (The Tycoon's Hidden Heir);Yvonne Lindsay;Gramedia Pustaka Utama;1.0;3.07;3.0;75.0;;romance;
806;Harlequin Koleksi Istimewa: Terjerat Sang Miliarder Argentina (At The Argentinian Billionaire's Bidding);India Grey;Gramedia Pustaka Utama;0.0;3.32;3.0;216.0;;romance;
807;Harlequin Koleksi Istimewa: Kembali Ke Pelukanmu (Nine Months To Redeem Him);Jennie Lucas;Gramedia Pustaka Utama;0.0;3.66;4.0;620.0;;fiksi_sastra;
808;Harlequin Koleksi Istimewa: Cinta Pilihan Shane (The Firefighter's Chosen Bride);Trish Wylie;Gramedia Pustaka Utama;0.0;3.54;4.0;41.0;;fiksi_sastra;
809;What The Greek Can't Resist - Cinta Kedua;Maya Blake;Gramedia Pustaka Utama;1.0;3.71;4.0;446.0;;romance;
810;The Ruthless Greek's Return - Kembalinya Sang Pria Yunani;Sharon Kendrick;Gramedia Pustaka Utama;1.0;3.59;4.0;296.0;;romance;
811;The Outback Marriage Ransom - Cinta Bersemi di Outback;Emma Darcy;Gramedia Pustaka Utama;1.0;3.41;3.0;120.0;;romance;
812;Harlequin Koleksi Istimewa: Pengantin Pangeran Casper (The Prince'S Waitress Wife);Sarah Morgan;Gramedia Pustaka Utama;0.0;3.62;4.0;1410.0;;fiksi_sastra;
813;The Prince She Never Forgot - Kenangan Sang Pangeran;Scarlet Wilson;Gramedia Pustaka Utama;1.0;3.74;4.0;402.0;;fiksi_sastra;
814;The Man She Loves to Hate - Mencintai Sang Musuh;Kelly Hunter;Gramedia Pustaka Utama;1.0;3.74;4.0;1331.0;;romance;
815;The Last Woman He'd Ever Date - Kekasih Terakhir Hal;Liz Fielding;Gramedia Pustaka Utama;1.0;3.49;3.0;87.0;;romance;
816;Harlequin Koleksi Istimewa: Pengantin Impian Fonseca (The Bride Fonseca Needs);Abby Green;Gramedia Pustaka Utama;0.0;3.57;4.0;339.0;;fiksi_sastra;
817;Harlequin Koleksi Istimewa:Godaan Tak Terduga (It Started At A Wedding);Kate Hardy;Gramedia Pustaka Utama;0.0;3.36;3.0;66.0;;fiksi_sastra;
818;Riana: I'm The Other Woman;Fitri Mardhi;Gramedia Pustaka Utama;1.0;2.69;3.0;54.0;;romance;
819;Mac Allister's Baby - Bayi Mac Allister;Julie Cohen;Gramedia Pustaka Utama;1.0;3.46;3.0;80.0;;romance;
820;Rebel's Bargain - Cinta Sang Pembangkang;Annie West;Gramedia Pustaka Utama;1.0;3.61;4.0;228.0;;fiksi_sastra;
821;Harlequin Koleksi Istimewa: Skandal Cinta Sang Raja (An Heir fit for a King);Abby Green;Gramedia Pustaka Utama;0.0;3.57;4.0;293.0;;romance;
822;Harlequin Koleksi Istimewa: Wahana Permainan Cinta (Good Girl Or Gold-Digger);Kate Hardy;Gramedia Pustaka Utama;0.0;3.19;3.0;104.0;;fiksi_sastra;
823;Fonseca's Fury - Belenggu Cinta Fonseca;Abby Green;Gramedia Pustaka Utama;1.0;3.51;4.0;406.0;;romance;
824;E For Eleanor;Fe;Kepustakaan Populer Gramedia;1.0;3.72;4.0;67.0;;fiksi_sastra;
825;Twins In Love;Nathalia Theodora;Bhuana Ilmu Populer;0.0;3.82;4.0;22.0;6.0;fiksi_sastra;
826;Roller Coaster;Arimbi Bimoseno;Puspa Swara;1.0;4.5;4.0;4.0;;fiksi_sastra;
827;The Naked Traveler 4;Trinity;Mizan;0.0;3.89;4.0;1122.0;;fiksi_sastra;
828;The Naked Traveler 2;Trinity;Mizan;0.0;3.84;4.0;2295.0;;fiksi_sastra;
829;Torch;Karen Erickson;Kepustakaan Populer Gramedia;0.0;3.87;4.0;258.0;;romance;
831;Bukan Pasar Malam;Pramoedya Ananta Toer;Lentera Dipantara;0.0;4.03;4.0;2318.0;;novel;
832;Seoulmate;Lia Indra Andriana;Penerbit Haru;0.0;3.89;4.0;1118.0;;fiksi_sastra;
833;Cinta Berkelas Sang Disabilitas;Limawan Vihien;Ag Publishing;0.0;4.5;4.0;2.0;;fiksi_sastra;
834;Magi Perempuan dan Malam Kunang-kunang;Guntur Alam;Gramedia Pustaka Utama;1.0;3.49;3.0;93.0;;romance;
835;Wonderworks Prodigy : Petualangan Baru Di Reign Of Avalon;Genger Elyse Shelley;Ping!!!;0.0;3.75;4.0;12.0;;fiksi_sastra;
836;Ribbonized;Yuanithe;Gramedia Widiasarana Indonesia;0.0;3.0;3.0;2.0;;fiksi_sastra;
837;Re:;Maman Suherman;Kepustakaan Populer Gramedia;0.0;4.18;4.0;804.0;;romance;
838;HQ Blush: My Boyfriend and Other Enemies;Nikki Logan;Elex Media Komputindo;0.0;3.51;4.0;164.0;;romance;
839;HQ Blush: Mr. (Not Quite) Perfect;Paul Hoffman;Elex Media Komputindo;0.0;3.58;4.0;236.0;;romance;
840;Hotshot;Jo Leigh;Elex Media Komputindo;0.0;3.76;4.0;119.0;;romance;
841;CR: Married by Monday;Catherine Bybee;Elex Media Komputindo;1.0;4.05;4.0;13734.0;;romance;
842;Lady with The Devil's Scar - Sang Lady Pemberontak;Sophia James;Gramedia Pustaka Utama;1.0;3.49;3.0;221.0;;romance;
843;Glitter and Gunfire - Sang Pengawal Bayangan;Cynthia Eden;Gramedia Pustaka Utama;1.0;3.98;4.0;718.0;;romance;
844;Harlequin Koleksi Istimewa: Mempelai Sang Miliuner Italia (The Italian's One Night Baby);Lynne Graham;Gramedia Pustaka Utama;0.0;3.64;4.0;597.0;;fiksi_sastra;
845;School Horror;Ratu Bintang;Coconut Books;0.0;3.44;3.0;9.0;;fiksi_sastra;
846;Harlequin Koleksi Istimewa: Belantara Asmara (The Devil's Own);Sandra Brown;Gramedia Pustaka Utama;0.0;3.0;3.0;1.0;;novel;
847;Petualangan di Puri Rajawali;Enid Blyton;Gramedia Pustaka Utama;0.0;4.15;4.0;3897.0;;fiksi_sastra;
848;LIT: A Librarian`s Diary;Athira Marsya;Elex Media Komputindo;1.0;3.13;3.0;53.0;;novel;
849;Catatan Jail Di Sekolah : Baling2 Bambu;Maulana Faris;m&c!;0.0;4.57;5.0;14.0;;fiksi_sastra;
850;Amore: Love You More;Devania Annesya;Gramedia Pustaka Utama;0.0;3.14;3.0;28.0;;fiksi_sastra;
851;First Fall;Irin Sintriana;Gramedia Widiasarana Indonesia;0.0;3.22;3.0;23.0;;fiksi_sastra;
852;Just Let Me Know;Andros Luvena;Elex Media Komputindo;0.0;3.13;3.0;23.0;;fiksi_sastra;
853;Cinta dalam Telepon Kaleng;Tegar Setiadi;Bhuana Ilmu Populer;0.0;3.17;3.0;6.0;;fiksi_sastra;
854;Prosecutor Got Married: Terrible Love Case;Senselly;Gramedia Widiasarana Indonesia;0.0;2.9;3.0;10.0;;fiksi_sastra;
856;Harlequin Koleksi Istimewa: Mempelai Sang Penguasa Gurun (The Desert King's Blackmailed Bride);Lynne Graham;Gramedia Pustaka Utama;0.0;3.78;4.0;524.0;;fiksi_sastra;
857;Teenlit: She (Cover Baru);Windhy Puspitadewi;Gramedia Pustaka Utama;0.0;3.56;4.0;549.0;;fiksi_sastra;
858;Que Queen;Regina Alexandra;Gramedia Pustaka Utama;1.0;3.25;3.0;24.0;;fiksi_sastra;
859;Livin A Lie;Daisy Ann;Media Pressindo;0.0;3.0;3.0;3.0;;fiksi_sastra;
860;Mata Hari (The Spy);Paulo Coelho;Gramedia Pustaka Utama;1.0;3.36;3.0;37298.0;;romance;
861;Sepotong Hati Yang Baru;Tere Liye;Mahaka Publishing;1.0;3.69;4.0;3868.0;316.0;fiksi_sastra;
862;Jodoh;Ria Pohan;Kubus Media;1.0;3.61;4.0;57.0;;fiksi_sastra;
863;Berjuta Rasanya;Tere Liye;Mahaka;1.0;3.59;4.0;4281.0;;fiksi_sastra;
864;Arimbi;Anjar Lembayung;Scritto Books Publisher;0.0;3.89;4.0;38.0;;fiksi_sastra;
865;Tahun Terakhir Dena;Purba Sitorus;Laksana;0.0;3.43;3.0;14.0;;fiksi_sastra;
867;Amore: Terpikat Sang Playboy;Astrid Zeng;Gramedia Pustaka Utama;1.0;3.34;3.0;102.0;;romance;
869;Here Comes The Bridesmaid;Avril Tremayne;Elex Media Komputindo;0.0;4.06;4.0;112.0;;romance;
870;Belenggu Merah Muda;Tyas Damaria;Gramedia Pustaka Utama;1.0;3.33;3.0;6.0;;romance;
871;Seputih Salju Michigan;Dion Ginanto;Gramedia Widiasarana Indonesia;0.0;3.58;4.0;12.0;;fiksi_sastra;
872;Teenlit: Touche#3: Rosetta;Windhy Puspitadewi;Gramedia Pustaka Utama;1.0;4.19;4.0;498.0;130.0;fiksi_sastra;
874;After That Night;Christina Tirta;Elex Media Komputindo;0.0;3.38;3.0;50.0;15.0;fiksi_sastra;
875;Le Marriage: Online Wedding;Vicantika;Elex Media Komputindo;0.0;3.07;3.0;106.0;;fiksi_sastra;
876;Portrait of A Scandal;Annie Burrows;Elex Media Komputindo;0.0;3.33;3.0;54.0;;romance;
877;Hq Tempt: All The Right Moves;Jo Leigh;Elex Media Komputindo;0.0;3.52;4.0;126.0;;fiksi_sastra;
878;Without a Trace - Permainan Takdir;Nora Roberts;Gramedia Pustaka Utama;0.0;4.01;4.0;5431.0;;fiksi_sastra;
879;Meniti Hati;Ida Ernawati;Gramedia Pustaka Utama;0.0;2.75;3.0;12.0;;fiksi_sastra;
880;Maybe Not - Mungkin Tidak;Colleen Hoover;Gramedia Pustaka Utama;0.0;3.84;4.0;82546.0;6463.0;fiksi_sastra;
881;Finding Cinderella - Mencari Cinderella;Colleen Hoover;Gramedia Pustaka Utama;0.0;4.14;4.0;91272.0;;fiksi_sastra;
882;Secret Of Nerd;Murninunia;Mokamedia;0.0;3.42;3.0;12.0;;fiksi_sastra;
883;Jodoh;A.A. Navis;Gramedia Widiasarana Indonesia;0.0;3.69;4.0;210.0;;novel;
885;Kohesi;Pia Devina;m&c!;0.0;3.3;3.0;20.0;;fiksi_sastra;
886;Caffe 0419;December Daisy;m&c!;0.0;4.44;4.0;9.0;;fiksi_sastra;
887;Pulau Pemujaan Setan;Leikha Ha;Gramedia Widiasarana Indonesia;1.0;3.22;3.0;9.0;2.0;fiksi_sastra;
888;Hawk O'Toole's Hostage (Sang Tawanan);Sandra Brown;Gramedia Pustaka Utama;0.0;3.69;4.0;2822.0;;fiksi_sastra;
889;22 Indigo Place;Sandra Brown;Gramedia Pustaka Utama;0.0;3.62;4.0;3019.0;;fiksi_sastra;
890;Safa's Story;Sirhayani;Gramedia Widiasarana Indonesia;0.0;3.83;4.0;64.0;;fiksi_sastra;
891;I Want Us;Astrid Tito;Gramedia Pustaka Utama;0.0;3.59;4.0;22.0;;fiksi_sastra;
893;Siluet;Resti Dahlan;Gramedia Pustaka Utama;0.0;3.27;3.0;67.0;;fiksi_sastra;
894;Stand By Me;Indah Hanaco;+++;0.0;3.65;4.0;79.0;22.0;fiksi_sastra;
895;HQ Blush: The Downfall of a Good Girl;Kimberly Lang;Elex Media Komputindo;1.0;3.61;4.0;487.0;;romance;
896;CR: Played by the Billionaire;Alexia Adams;Elex Media Komputindo;1.0;3.52;4.0;670.0;;romance;
898;Anti Stress: Bali - Buku Mewarnai;I.B.G.Wiraga;Gramedia Pustaka Utama;0.0;4.3;4.0;10.0;4.0;fiksi_sastra;
899;Back to You - Cinta Terakhir;Lauren Dane;Gramedia Pustaka Utama;1.0;3.89;4.0;2461.0;;fiksi_sastra;
900;Love in Sydney;Arumi E;Gramedia Pustaka Utama;0.0;3.64;4.0;86.0;14.0;fiksi_sastra;
901;A Thrill to Remember - Kenangan Tak Terlupakan;Lori Wilde;Gramedia Pustaka Utama;1.0;3.66;4.0;160.0;;romance;
902;Dilan 2:Dia Adalah Dilanku Tahun 1991;Pidi Baiq;Mizan Publishing;1.0;3.96;4.0;12215.0;;fiksi_sastra;
903;Teenlit : Touche #2 : Alchemist;Windhy Puspitadewi;Gramedia Pustaka Utama;0.0;4.21;4.0;1165.0;;fiksi_sastra;
904;Mystery Date;Crystal Green;Elex Media Komputindo;0.0;3.3;3.0;102.0;;romance;
905;HQ Tempt: McKettrick`s Luck;Linda Lael Miller;Elex Media Komputindo;0.0;4.21;4.0;4525.0;;romance;
906;HQ Blush: How to Get Over Your Ex;Nikki Logan;Elex Media Komputindo;0.0;3.61;4.0;552.0;;romance;
907;Pesona Tak Terlupakan - Too Hot to Handle;Victoria Dahl;Gramedia Pustaka Utama;1.0;3.75;4.0;2517.0;;romance;
908;Teenlit: Lovasket#5: The Last Game - Cover Baru;Luna Torashyngu;Gramedia Pustaka Utama;0.0;4.23;4.0;509.0;34.0;fiksi_sastra;
910;He Kissed My Soul;Naz Hameed;Bukune;0.0;4.0;4.0;2.0;;fiksi_sastra;
911;Korean Scariest Horror Stories;Song Joon Eui;Gramedia Widiasarana Indonesia;1.0;3.63;4.0;30.0;;fiksi_sastra;
912;Romeo & Juliet;William Shakespeare;Narasi;1.0;3.74;4.0;2389662.0;;fiksi_sastra;
913;Amore: Sleepaholic Jatuh Cinta;Astrid Zeng;Gramedia Pustaka Utama;0.0;3.42;3.0;219.0;;fiksi_sastra;
914;Amore: Cindy and The Playboy Prince *Cetak Ulang Cover Baru;Astrid Zeng;Gramedia Pustaka Utama;1.0;3.52;4.0;140.0;;romance;
915;Lost & Found;Dy Lunaly;Gramedia Widiasarana Indonesia;0.0;3.75;4.0;53.0;;fiksi_sastra;
916;President's Order;Yuli Pritania;Gramedia Widiasarana Indonesia;0.0;4.14;4.0;69.0;;fiksi_sastra;
917;My Phobia Princess;Lovya Diany;Gramedia Widiasarana Indonesia;0.0;3.57;4.0;14.0;;romance;
919;HQ Blush: Girl Least Likely To Marry;Amy Andrews;Elex Media Komputindo;1.0;3.55;4.0;1862.0;;romance;
920;A Proposal Worth Millions;Sophie Pembroke;Elex Media Komputindo;0.0;3.68;4.0;22.0;;romance;
921;Amore: Terpikat sang Playboy;Astrid Zeng;Gramedia Pustaka Utama;1.0;3.34;3.0;102.0;;romance;
922;Secret Desires of a Gentleman - Cinta Sang Marquess;Laura Lee Guhrke;Gramedia Pustaka Utama;1.0;3.85;4.0;3058.0;;romance;
923;Harlequin: Pembalasan Yang Manis (Hot On Her Heels);Susan Mallery;Gramedia Pustaka Utama;0.0;4.15;4.0;6676.0;;fiksi_sastra;
924;Perempuan Yang Memesan Takdir;W. Sanavero;Buku Mojok;1.0;3.65;4.0;124.0;16.0;fiksi_sastra;
925;The Gentleman Secret;Aquilea;Sinar Kejora;0.0;4.11;4.0;62.0;;fiksi_sastra;
927;Merayakan Kehilangan;Brian Khrisna;Media Kita;1.0;3.95;4.0;661.0;;fiksi_sastra;
928;Kita Yang Sebatas Pernah;Penakecil_Id;Transmedia;0.0;3.29;3.0;7.0;;fiksi_sastra;
930;Sehidup Sesurga;Fahd Pahdepie;Transmedia;0.0;3.9;4.0;105.0;19.0;fiksi_sastra;
931;Wyoming Rugged - Kekasih Impian Blair;Diana Palmer;Gramedia Pustaka Utama;1.0;3.79;4.0;2002.0;;romance;
932;Harlequin: Patung Kematian (Let The Dead Sleep);Heather Graham;Gramedia Pustaka Utama;1.0;3.89;4.0;3600.0;;romance;
933;Guardian Ranger - Sang Penjaga Hati;Cynthia Eden;Gramedia Pustaka Utama;1.0;4.03;4.0;970.0;;romance;
935;Pernikahan Status;Lanavay;Penerbit Nauli Media;0.0;4.5;4.0;6.0;;fiksi_sastra;
936;Cerita untuk Para Kekasih;Agus Noor;Gramedia Pustaka Utama;0.0;3.57;4.0;265.0;;romance;
938;Origamiara;Rezza Dwi;Elex Media Komputindo;0.0;3.98;4.0;153.0;;fiksi_sastra;
939;Never Trust a Rake;Annie Burrows;Elex Media Komputindo;0.0;3.66;4.0;351.0;;romance;
940;HQ Tempt: The Bridesmaid`S Best Man;Susanna Carr;Elex Media Komputindo;0.0;3.57;4.0;152.0;;romance;
941;Beauty & The Bachelor;Naima Simone;Elex Media Komputindo;0.0;3.73;4.0;1349.0;;romance;
942;Memberi Jarak Pada Cinta;Falafu;Mediakita;1.0;3.73;4.0;258.0;;fiksi_sastra;
943;Pesawat Kertas Terakhir;Agnes Davonar;Loveable;1.0;3.83;4.0;41.0;;fiksi_sastra;
944;I'm Stupid;Diandra Kanaya;Histeria;1.0;5.0;5.0;1.0;;novel;
945;Senandika Prisma;Aditia Yudis;Falcon;1.0;3.12;3.0;57.0;;fiksi_sastra;
946;Asa Ayuni;Dyah Rinni;Falcon;1.0;3.59;4.0;58.0;;fiksi_sastra;
947;Lara Miya;Erlin Natawiria;Falcon;1.0;3.81;4.0;62.0;;fiksi_sastra;
948;Melankolia Ninna;Robin Wijaya;Falcon;1.0;3.68;4.0;78.0;;fiksi_sastra;
949;Perfect Ten Empat Sehat Supuluh Sempurna;Dannie Faizal;Bukune;0.0;4.3;4.0;27.0;;fiksi_sastra;
951;"Le Mariage: You Had Me at ""Hello""";Indah Hanaco;Elex Media Komputindo;1.0;3.31;3.0;163.0;51.0;romance;
953;Falling;Rina Suryakusuma;Gramedia Pustaka Utama;1.0;3.29;3.0;178.0;51.0;romance;
955;Rindu Tak Semestinya;Abdul Halim;Media Kita;0.0;3.17;3.0;6.0;;novel;
956;Blind Date (Cover Baru);Aliazalea;Gramedia Pustaka Utama;0.0;3.62;4.0;2617.0;;fiksi_sastra;
957;CR: Private Confessions (Serial Office Heat);Lori Borill;Elex Media Komputindo;0.0;3.7;4.0;583.0;;romance;
958;HR: When the Duke Was Wicked;Lorraine Heath;Elex Media Komputindo;0.0;3.83;4.0;7643.0;;fiksi_sastra;
959;Summer Kisses;Melinda Curtis;Elex Media Komputindo;0.0;4.13;4.0;54.0;;romance;
960;City Lite: Akulah Arjuna (Editors` Pick);Nima;Elex Media Komputindo;0.0;3.38;3.0;48.0;;fiksi_sastra;
961;HR: An Escapade and An Engagement;Annie Burrows;Elex Media Komputindo;0.0;3.47;3.0;155.0;;fiksi_sastra;
962;A Scent of Love in London;Indah Hanaco;Elex Media Komputindo;1.0;3.4;3.0;67.0;19.0;romance;
963;Metropop: Miss Pesimis;Aliazalea;Gramedia Pustaka Utama;1.0;3.74;4.0;2615.0;;fiksi_sastra;
964;Hot Intent - Pertarungan Hati;Cindy Dees;Gramedia Pustaka Utama;1.0;3.81;4.0;54.0;;romance;
965;Distraksi Patah Hati;Dayat Piliang;Penerbit Katadepan;1.0;3.86;4.0;43.0;;fiksi_sastra;
966;#Dearmantan;Hendra Putra;Media Kita;0.0;4.12;4.0;17.0;;fiksi_sastra;
967;Kopral Jono (Cover Baru);Agnes Bemoe;Gramedia Pustaka Utama;0.0;2.67;3.0;3.0;;novel;
968;Petualangan Pohon Kelana Ajaib: Negeri Camilan (A Faraway Tree Adventure: The Land of Goodies);Enid Blyton;Gramedia Pustaka Utama;0.0;4.17;4.0;60.0;;novel;
969;Petualangan Pohon Kelana Ajaib: Negeri Ulang Tahun (A Faraway Tree Adventure: The Land of Birthdays);Enid Blyton;Gramedia Pustaka Utama;0.0;4.52;5.0;54.0;;novel;
970;Petualangan Pohon Kelana Ajaib: Negeri Obat Manjur (A Faraway Tree Adventure: The Land of Magic Medicine);Enid Blyton;Gramedia Pustaka Utama;0.0;3.5;3.0;2.0;;novel;
971;Iblis;Leo Tolstoy;Diva Press;0.0;3.71;4.0;4362.0;;novel;
972;Puasa Puisi;Widya Mareta;INDONESIA TERA;0.0;4.33;4.0;15.0;;novel;
973;Kematian Di Dalam Lift;Maria Angelica Bosco;Laksana;0.0;3.09;3.0;277.0;;novel;
974;Cinta Lama;Puthut Ea;Diva Press Group;0.0;3.62;4.0;117.0;;novel;
975;Mrs. Dalloway;Virginia Woolf;Narasi;0.0;3.79;4.0;267748.0;;novel;
976;Keluarga Cemara 2;Arswendo Atmowiloto;Gramedia Pustaka Utama;0.0;3.95;4.0;76.0;18.0;novel;
977;Burung Merak;Adriani Sukmoro;Raih Asa Sukses;0.0;4.8;5.0;5.0;;novel;
978;The Days I Love You;Yuli Pritania;Gramedia Widiasarana Indonesia;0.0;3.5;3.0;2.0;;novel;
980;The Memories Of Algebra;Arumi E;Mizan Media Utama  Pt;0.0;3.5;3.0;24.0;;novel;
981;Monochopsis;Naimmah Nur Aini;Antera;0.0;3.58;4.0;12.0;;novel;
982;Percy Jackson #5: The Last Olympian (Republish);Rick Riordan;NOURA BOOKS PUBLISHING;0.0;4.53;5.0;853436.0;;novel;
983;Fallen Gladly;Despersa;NOURA BOOKS PUBLISHING;0.0;4.67;5.0;6.0;;novel;
984;Kelab Dalam Swalayan;Abi Ardianda;Baca;0.0;4.22;4.0;251.0;105.0;novel;
985;Gagal Cinta Kronis;Nara Lahmusi;Gramedia Pustaka Utama;0.0;3.83;4.0;6.0;;novel;
986;Totto Chan : Gadis Cilik Di Jendela;Tetsuko Kuroyanagi;Gramedia Pustaka Utama;0.0;4.38;4.0;27042.0;;novel;
987;Persuasion;Jane Austen;Noura Books;0.0;4.15;4.0;625350.0;;novel;
988;Epiphany;Reza Darmawangsa + Lm Cendana;Penerbit Inari;0.0;4.09;4.0;44.0;;novel;
989;Colorful;Mori Eto;Bentara Aksara Cahaya;0.0;4.03;4.0;1891.0;;novel;
990;Anak Asli Asal Mappi;Casper Aliandu;Kawah Media Pustaka Pt;0.0;3.83;4.0;60.0;;novel;
991;Lord Of The Flies;William Golding;Bentang Pustaka;0.0;3.69;4.0;2644715.0;;novel;
992;Ganti Suami;Puspa Kirana;Bentang Pustaka;0.0;3.71;4.0;7.0;;novel;
993;Dirgantara Dan Kepulangan;Jaquenza Eden;Akad;0.0;4.83;5.0;6.0;;novel;
994;Misteri Hilangnya Pangeran Oleomargarin;Stead Twain Stead;Mizan Media Utama  Pt;0.0;4.08;4.0;1387.0;;novel;
995;Notasi;Morra Quatro;Gagas Media;0.0;4.1;4.0;1116.0;;novel;
997;Dragon Pearl;Yoon Ha Lee;Mizan Media Utama  Pt;0.0;3.84;4.0;9374.0;;novel;
998;Amerta;Cala Aurellie;Gagasmedia;0.0;1.0;1.0;2.0;;novel;
999;Skaya And The Big Boss;Marsella Tina;Akad;0.0;3.0;3.0;1.0;;novel;
1000;Indigo Tapi Penakut;Angelyn Stevanie;Media Kita;0.0;4.33;4.0;3.0;;novel;
1001;FS Historical Romance: Memikat Cassandra (Chasing Cassandra);Lisa Kleypas;Gramedia Pustaka Utama;0.0;4.14;4.0;24176.0;;novel;
1003;1Cm Between You And Me;Kim Eun Ju;Penerbit Haru;0.0;4.16;4.0;135.0;;novel;
1005;Moral Code;Patrick Kellan;Patrick Kellan Publisher;0.0;4.33;4.0;3.0;;novel;
1006;Love Is You;Adeliany Azfar;Eazy Book;0.0;4.44;4.0;9.0;;novel;
1007;Life After You;Tyas Effendi;MEDIA PRESSINDO PT;0.0;3.9;4.0;30.0;;novel;
1009;Madame Bovary;Gustave Flaubert;Narasi;0.0;3.69;4.0;301046.0;;novel;
1010;Cinta Harus Memiliki;Annisa Ramadona;MEDIA PRESSINDO PT;0.0;3.29;3.0;7.0;;novel;
1011;Tak Bisa Ke Lain Hati;Feni Yuli;MEDIA PRESSINDO PT;0.0;3.33;3.0;3.0;;novel;
1012;Lovely Target;Indah Nur Wakhid Wakhid;Eazy Book;0.0;4.1;4.0;21.0;;novel;
1014;Cinta Kau Dan Dia;Himawari Natalia;MEDIA PRESSINDO PT;0.0;4.14;4.0;14.0;;novel;
1015;Cerita Gokil Anti Mainstream Di Sekolah;Pemenang Sayembara Menulis Cerita Gokil;MEDIA PRESSINDO PT;0.0;3.8;4.0;15.0;3.0;novel;
1016;Jangan Sentuh Darahku;Gamal Komandoko;Narasi;0.0;3.4;3.0;5.0;;novel;
1017;Loved You Before I Met You;Lina Ramda;MEDIA PRESSINDO PT;0.0;3.5;3.0;10.0;;novel;
